,Latitude,Longitude,Altitude,Date
0,39.1481166666667,117.204316666667,6.0,2007-04-30 11:51:08
1,39.14325,117.20835,9.0,2007-04-30 11:52:56
2,39.14295,117.2088,6.0,2007-04-30 11:54:26
3,39.1448166666667,117.216133333333,22.0,2007-04-30 11:56:28
4,39.1060833333333,117.206516666667,0.0,2007-05-01 15:30:56
5,39.1155833333333,117.201966666667,16.0,2007-05-01 15:33:04
6,39.11815,117.213116666667,26.0,2007-05-01 15:35:56
7,39.1198833333333,117.216666666667,19.0,2007-05-01 15:36:35
8,39.1251166666667,117.225516666667,49.0,2007-05-01 15:38:23
9,39.1289166666667,117.223266666667,9.0,2007-05-01 15:40:05
10,39.13615,117.2146,16.0,2007-05-01 15:42:46
11,39.1427333333333,117.209016666667,26.0,2007-05-01 15:44:08
12,39.1431666666667,117.212883333333,13.0,2007-05-01 15:44:45
13,39.1446666666667,117.2165,22.0,2007-05-02 11:44:01
14,39.14435,117.215083333333,29.0,2007-05-02 11:45:45
15,39.1433166666667,117.212716666667,0.0,2007-05-02 11:48:15
16,39.1432666666667,117.21215,0.0,2007-05-02 11:48:46
17,39.14325,117.211033333333,0.0,2007-05-02 11:49:44
18,39.1427666666667,117.20915,0.0,2007-05-02 11:51:33
19,39.1376333333333,117.213466666667,95.0,2007-05-02 11:54:06
20,39.1339833333333,117.21635,9.0,2007-05-02 11:54:52
21,39.1213333333333,117.227333333333,16.0,2007-05-02 11:58:49
22,39.1188666666667,117.223416666667,29.0,2007-05-02 11:59:34
23,39.1181666666667,117.222383333333,45.0,2007-05-02 12:00:14
24,39.1174166666667,117.2209,36.0,2007-05-02 12:00:55
25,39.1141166666667,117.223616666667,42.0,2007-05-02 12:02:08
26,39.1123333333333,117.2253,42.0,2007-05-02 12:02:42
27,39.1123333333333,117.225533333333,42.0,2007-05-02 12:03:44
28,39.1447833333333,117.21735,65.0,2007-05-07 22:06:40
29,39.1461166666667,117.21875,65.0,2007-05-07 22:08:42
30,39.1317833333333,117.237916666667,0.0,2007-05-07 22:12:21
31,39.12955,117.238633333333,3.0,2007-05-07 22:13:34
32,39.1293833333333,117.238516666667,52.0,2007-05-07 22:14:31
33,39.1223666666667,117.246,0.0,2007-05-07 22:17:01
