,Latitude,Longitude,Altitude,Date
0,39.9840666666667,116.295433333333,164.0,2007-05-09 14:52:07
1,39.9889166666667,116.293433333333,144.0,2007-05-09 14:52:50
2,39.9923666666667,116.289883333333,147.0,2007-05-09 14:53:28
3,40.0007666666667,116.28305,147.0,2007-05-09 14:55:28
4,40.0038166666667,116.276566666667,150.0,2007-05-09 14:57:43
5,40.0056166666667,116.27615,160.0,2007-05-09 14:59:19
6,39.9753166666667,116.3309,170.0,2007-05-15 13:42:03
7,39.9751166666667,116.3243,213.0,2007-05-15 13:44:10
8,39.9747166666667,116.311833333333,259.0,2007-05-15 13:47:14
9,39.9744,116.30085,223.0,2007-05-15 13:49:49
10,39.9743166666667,116.300333333333,308.0,2007-05-15 13:50:52
11,39.9779166666667,116.294783333333,206.0,2007-05-15 13:52:12
12,39.9892833333333,116.293116666667,147.0,2007-05-15 13:53:38
13,39.9925333333333,116.2897,141.0,2007-05-15 13:54:09
14,40.00075,116.282366666667,131.0,2007-05-15 13:56:03
15,40.0007333333333,116.282533333333,131.0,2007-05-15 13:57:09
16,40.00575,116.27685,177.0,2007-05-15 14:00:30
17,40.0057166666667,116.277033333333,177.0,2007-05-15 14:01:51
18,39.9250166666667,116.268733333333,203.0,2007-05-19 09:51:16
19,39.9104833333333,116.26775,196.0,2007-05-19 09:54:36
20,39.9068833333333,116.26785,200.0,2007-05-19 09:55:31
21,39.90615,116.273816666667,180.0,2007-05-19 09:56:28
22,39.9061666666667,116.276583333333,144.0,2007-05-19 09:57:49
23,39.9029,116.277216666667,160.0,2007-05-19 09:59:02
24,39.9007666666667,116.277266666667,167.0,2007-05-19 09:59:56
25,39.9969833333333,116.331216666667,173.0,2007-05-21 13:30:39
26,39.9989,116.3319,216.0,2007-05-21 13:32:32
27,40.00315,116.333866666667,180.0,2007-05-21 13:33:56
28,40.00985,116.337233333333,180.0,2007-05-21 13:35:56
29,40.0091833333333,116.336916666667,157.0,2007-05-21 14:46:24
30,40.0043166666667,116.33465,177.0,2007-05-21 14:48:16
31,39.9997666666667,116.332266666667,180.0,2007-05-21 14:49:29
32,39.9995,116.33215,187.0,2007-05-21 14:50:20
33,39.9968333333333,116.330233333333,200.0,2007-05-21 14:51:58
34,39.9939333333333,116.326683333333,209.0,2007-05-21 14:52:45
35,39.9911833333333,116.315916666667,200.0,2007-05-21 14:54:35
36,39.9961666666667,116.313416666667,196.0,2007-05-21 14:56:01
37,39.99575,116.2888,157.0,2007-05-21 14:59:50
38,39.9966666666667,116.286183333333,157.0,2007-05-21 15:00:28
39,40.0007833333333,116.282816666667,141.0,2007-05-21 15:02:11
40,40.0005333333333,116.278183333333,147.0,2007-05-21 15:02:47
41,39.9913833333333,116.32235,344.0,2007-05-24 01:29:15
42,39.9913666666667,116.326583333333,321.0,2007-05-24 01:29:56
43,39.9861333333333,116.3269,262.0,2007-05-24 01:30:47
44,39.98485,116.326966666667,216.0,2007-05-24 01:31:52
45,39.9800833333333,116.327266666667,206.0,2007-05-24 01:32:48
46,39.9757166666667,116.3275,206.0,2007-05-24 01:33:30
47,39.9754666666667,116.327533333333,209.0,2007-05-24 01:34:58
48,39.9769833333333,116.330733333333,226.0,2007-05-24 01:36:58
49,39.9564833333333,116.305866666667,209.0,2007-05-26 02:16:18
50,39.9554333333333,116.3154,160.0,2007-05-26 02:19:03
51,39.95535,116.316816666667,164.0,2007-05-26 02:19:35
52,39.9507833333333,116.3178,170.0,2007-05-26 02:20:45
53,39.95085,116.329233333333,144.0,2007-05-26 02:23:07
54,39.94585,116.335566666667,157.0,2007-05-26 02:24:52
55,39.9472166666667,116.337466666667,190.0,2007-05-26 02:26:54
56,39.9754333333333,116.328816666667,311.0,2007-06-03 12:54:31
57,39.9768333333333,116.327566666667,262.0,2007-06-03 12:55:19
58,39.9796333333333,116.327433333333,262.0,2007-06-03 12:56:23
59,39.98385,116.327183333333,249.0,2007-06-03 12:57:06
60,39.9844166666667,116.3272,226.0,2007-06-03 12:58:00
61,39.9845,116.310866666667,170.0,2007-06-03 13:01:49
62,39.98405,116.295316666667,183.0,2007-06-03 13:03:45
63,39.9887333333333,116.293483333333,137.0,2007-06-03 13:04:33
