,Latitude,Longitude,Altitude,Date
0,39.9756333333333,116.329133333333,400.0,2007-04-13 05:19:47
1,39.9841333333333,116.327133333333,209.0,2007-04-13 05:23:03
2,39.9865166666667,116.326816666667,285.0,2007-04-13 05:24:14
3,39.9918,116.325316666667,229.0,2007-04-13 05:26:40
4,39.9919333333333,116.324766666667,242.0,2007-04-13 05:27:33
5,39.99175,116.326633333333,528.0,2007-04-13 07:03:16
6,39.9912666666667,116.326633333333,226.0,2007-04-13 07:04:45
7,39.98685,116.326866666667,209.0,2007-04-13 07:06:18
8,39.9859166666667,116.326966666667,209.0,2007-04-13 07:07:39
9,39.9854333333333,116.32695,209.0,2007-04-13 07:09:39
10,39.98495,116.327,209.0,2007-04-13 07:11:43
11,39.9754833333333,116.327466666667,187.0,2007-04-13 07:15:27
12,39.9764166666667,116.327466666667,190.0,2007-04-13 07:16:16
13,39.9756833333333,116.330366666667,170.0,2007-06-13 06:28:14
14,39.9795,116.3275,209.0,2007-06-13 06:31:00
15,39.9868666666667,116.402383333333,144.0,2007-06-13 06:39:14
16,39.9871166666667,116.395083333333,137.0,2007-06-13 06:42:20
17,39.9885833333333,116.395633333333,150.0,2007-06-13 06:43:48
18,39.98755,116.451066666667,131.0,2007-06-14 14:38:48
19,39.9876333333333,116.451633333333,131.0,2007-06-14 14:39:36
20,39.9829,116.450766666667,127.0,2007-06-14 14:40:24
21,39.9762,116.44585,147.0,2007-06-14 14:41:15
22,39.9685666666667,116.438333333333,177.0,2007-06-14 14:43:26
23,39.9660833333333,116.4339,160.0,2007-06-14 14:46:04
24,39.96715,116.432016666667,170.0,2007-06-14 14:46:44
25,39.9665833333333,116.344666666667,154.0,2007-06-14 14:54:19
26,39.9666,116.3445,154.0,2007-06-14 14:54:56
27,39.9668166666667,116.344416666667,203.0,2007-06-14 14:56:14
28,39.96655,116.344266666667,187.0,2007-06-15 01:21:21
29,39.96645,116.335783333333,213.0,2007-06-15 01:22:56
30,39.9664833333333,116.332033333333,223.0,2007-06-15 01:24:03
31,39.9664833333333,116.330866666667,160.0,2007-06-15 01:25:01
32,39.9739333333333,116.3278,167.0,2007-06-15 01:27:20
33,39.9757833333333,116.327666666667,170.0,2007-06-15 01:27:54
34,39.9770333333333,116.33165,173.0,2007-06-15 01:29:04
35,39.9665833333333,116.344083333333,127.0,2007-06-16 13:28:39
36,39.96645,116.3342,154.0,2007-06-16 13:30:09
37,39.9667,116.334016666667,173.0,2007-06-16 13:30:48
38,39.9666333333333,116.37275,183.0,2007-06-16 13:35:06
39,39.9757166666667,116.375266666667,170.0,2007-06-16 13:36:15
40,39.9910833333333,116.370733333333,147.0,2007-06-16 13:37:56
41,40.0051666666667,116.36025,150.0,2007-06-16 13:39:48
