,Latitude,Longitude,Altitude,Date,DateStr,IsWeekend,Dis2Center,Dis2Destination,Weekday_0,Weekday_1,Weekday_2,Weekday_3,Weekday_4,Weekday_5,Weekday_6,Time_0,Time_3,Time_4,Time_8,PassengerID,Weekday,Time,Time_1,Time_2,Time_5,Time_6,Time_7
0,39.897968,116.366871,131.0,1221539356.0,2008-09-16 12:29:16,0.0,666.9709752368221,3.127122367485478,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,39.869606,116.368021,131.0,1221539707.0,2008-09-16 12:35:07,0.0,663.8183185228471,0.8777659820960891,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,39.863333,116.36899,164.0,1221578494.0,2008-09-16 23:21:34,0.0,663.1216131066387,0.370465253169505,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,39.866859,116.368156,187.0,1221578703.0,2008-09-16 23:25:03,0.0,663.5129886728552,0.2521693964895299,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,39.869393,116.368248,138.0,1221578900.0,2008-09-16 23:28:20,0.0,663.7948188922219,13.509664925646208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,39.986963,116.327036,210.0,1221580690.0,2008-09-16 23:58:10,0.0,676.8445929634313,0.0537187600419651,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,39.987684,116.326818,226.0,1221580813.0,2008-09-17 00:00:13,0.0,676.9246957555265,0.0907353454576108,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,39.988759,116.326853,197.0,1221580926.0,2008-09-17 00:02:06,0.0,677.0442405933222,0.2556662338734157,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,39.863403,116.369029,151.0,1221667168.0,2008-09-17 23:59:28,0.0,663.1294284305762,0.1132237874785617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,39.864156,116.367913,187.0,1221667272.0,2008-09-18 00:01:12,0.0,663.2122452174209,0.3783768041755084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,39.867794,116.368106,203.0,1221667393.0,2008-09-18 00:03:13,0.0,663.6169108773065,1.5497370193572733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,39.881979,116.368215,269.0,1221667649.0,2008-09-18 00:07:29,0.0,665.1942303613674,0.5080612193189779,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,39.886718,116.368064,233.0,1221667768.0,2008-09-18 00:09:28,0.0,665.7210382491885,0.1088037774277675,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,39.887918,116.368061,367.0,1221667919.0,2008-09-18 00:11:59,0.0,665.8544639651557,1.0729444622217197,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,39.89783,116.368321,240.0,1221668062.0,2008-09-18 00:14:22,0.0,666.9567901351907,0.048194285421574,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,39.865085,116.358456,387.0,1221756327.0,2008-09-19 00:45:27,0.0,663.3084320129584,13.298512448896044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,39.984646,116.347386,203.0,1221757745.0,2008-09-19 01:09:05,0.0,676.595772971024,1.8179474120805983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,39.989398,116.326841,190.0,1221758109.0,2008-09-19 01:15:09,0.0,677.1152900237146,0.0512612151612773,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,39.990111,116.326798,138.0,1221758227.0,2008-09-19 01:17:07,0.0,677.1945581682178,0.0860322661133593,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,39.991128,116.326903,197.0,1221758418.0,2008-09-19 01:20:18,0.0,677.3076755977793,0.0712470024429618,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,39.863586,116.369023,79.0,1222009313.0,2008-09-21 23:01:53,1.0,663.1497712592973,0.1636081922443372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,39.865019,116.367964,161.0,1222009500.0,2008-09-21 23:05:00,1.0,663.308243492411,0.0469864116945745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,39.865678,116.368105,121.0,1222009655.0,2008-09-21 23:07:35,1.0,663.3816318743475,0.1024493900600837,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,39.866849,116.36816,128.0,1222009892.0,2008-09-21 23:11:32,1.0,663.5118800146148,0.9995484459438976,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,39.876086,116.36822,141.0,1222010262.0,2008-09-21 23:17:42,1.0,664.5389912888941,0.1116403823678874,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,39.877355,116.368264,164.0,1222010391.0,2008-09-21 23:19:51,1.0,664.68012713292,0.4698026314494447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,39.881819,116.368303,177.0,1222010533.0,2008-09-21 23:22:13,1.0,665.1765111933654,0.3727262605366301,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,39.885418,116.368218,197.0,1222010757.0,2008-09-21 23:25:57,1.0,665.5766154877213,0.2136860333012067,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,39.887598,116.368416,187.0,1222011014.0,2008-09-21 23:30:14,1.0,665.8191701509431,0.6883135415244936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,39.894028,116.368418,121.0,1222011202.0,2008-09-21 23:33:22,1.0,666.5341239005705,0.1353348247274908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,39.895474,116.368379,203.0,1222011325.0,2008-09-21 23:35:25,1.0,666.6948731854413,0.291834330726201,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,39.897993,116.367436,171.0,1222055250.0,2008-09-22 11:47:30,0.0,666.974203697349,2.232904836929096,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,39.877693,116.368041,141.0,1222055600.0,2008-09-22 11:53:20,0.0,664.7175289810167,0.8686573249346222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,39.869631,116.368013,118.0,1222055763.0,2008-09-22 11:56:03,0.0,663.8210918069468,0.8966027212760472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,39.863358,116.36899,154.0,1222099213.0,2008-09-23 00:00:13,0.0,663.1243928550272,0.0818574891020742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,39.863434,116.367935,177.0,1222099326.0,2008-09-23 00:02:06,0.0,663.1319837514101,0.1573055084764115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,39.865101,116.368101,180.0,1222099487.0,2008-09-23 00:04:47,0.0,663.3174719630722,0.1633500026520112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,39.866813,116.368151,174.0,1222099814.0,2008-09-23 00:10:14,0.0,663.507869877093,0.1770225677321887,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,39.868619,116.368148,154.0,1222100124.0,2008-09-23 00:15:24,0.0,663.7086767078,0.6534197651988811,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39.874726,116.368268,200.0,1222100306.0,2008-09-23 00:18:26,0.0,664.3878116961251,0.1681306212544615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,39.876386,116.36826,187.0,1222100460.0,2008-09-23 00:21:00,0.0,664.5723807172816,1.02879625981638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,39.885898,116.368365,236.0,1222100729.0,2008-09-23 00:25:29,0.0,665.6301057099898,0.7752643102809967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,39.893118,116.368365,174.0,1222101022.0,2008-09-23 00:30:22,0.0,666.4328980313531,0.4484548301738534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,39.897396,116.368463,157.0,1222101250.0,2008-09-23 00:34:10,0.0,666.9086484986206,0.1126268859127267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,39.897906,116.366915,167.0,1222145093.0,2008-09-23 12:44:53,0.0,666.9641162463398,1.038798251150682,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,39.888396,116.368086,141.0,1222145294.0,2008-09-23 12:48:14,0.0,665.9076330008958,2.0371209081093244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,39.869833,116.36796,144.0,1222145549.0,2008-09-23 12:52:29,0.0,663.8435093746709,0.8463009799544694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,39.863633,116.369021,157.0,1222185631.0,2008-09-24 00:00:31,0.0,663.1549955433451,0.1010533646335669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,39.863546,116.367876,151.0,1222185817.0,2008-09-24 00:03:37,0.0,663.1443893647346,0.1107118022138138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,39.864798,116.368001,154.0,1222186360.0,2008-09-24 00:12:40,0.0,663.283700408727,0.1820839792399978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,39.866655,116.368235,157.0,1222186904.0,2008-09-24 00:21:44,0.0,663.4903699746966,0.1591953591941462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,39.868349,116.368173,157.0,1222187140.0,2008-09-24 00:25:40,0.0,663.678675649467,0.577367267568478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,39.873803,116.368301,131.0,1222187361.0,2008-09-24 00:29:21,0.0,664.2852100355585,0.1067019376556172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,39.87499,116.368309,262.0,1222187480.0,2008-09-24 00:31:20,0.0,664.4171991216693,0.1265907485220776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,39.876384,116.368371,144.0,1222187606.0,2008-09-24 00:33:26,0.0,664.572248366057,0.9051306720595153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,39.884783,116.368336,148.0,1222187920.0,2008-09-24 00:38:40,0.0,665.5061052898889,0.0253530526011146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,39.885244,116.368381,144.0,1222188078.0,2008-09-24 00:41:18,0.0,665.5574003742872,0.059916475489815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,39.88592,116.368333,108.0,1222188233.0,2008-09-24 00:43:53,0.0,665.6325259692594,0.0884221055545553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,39.886951,116.368458,102.0,1222188386.0,2008-09-24 00:46:26,0.0,665.7472642417848,0.4575700539520337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,39.891293,116.368431,164.0,1222188497.0,2008-09-24 00:48:17,0.0,666.2300295922126,0.0155673112327106,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,39.891663,116.368408,141.0,1222188613.0,2008-09-24 00:50:13,0.0,666.2711512851519,0.2675343736953782,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
