,Latitude,Longitude,Altitude,Date
0,39.9879333333333,116.326983333333,311,39225.075462963
1,39.98765,116.327066666667,311,39225.0755787037
2,39.9873166666667,116.327183333333,311,39225.0756944444
3,39.9870166666667,116.327133333333,311,39225.0761689815
4,39.9751166666667,116.3311,131,39225.4193634259
5,39.9756333333333,116.3309,131,39225.4194675926
6,39.9762833333333,116.330683333333,131,39225.4195023148
7,39.9758833333333,116.330783333333,131,39225.419537037
8,39.9755666666667,116.332866666667,131,39225.4257060185
9,39.9751833333333,116.3326,131,39225.425775463
10,39.9753,116.332716666667,131,39225.4257986111
11,39.9769333333333,116.327616666667,173,39226.6174652778
12,39.9771833333333,116.3275,193,39226.6175578704
13,39.9774,116.327483333333,239,39226.6176273148
14,39.9776,116.3272,285,39226.6177083333
15,39.9777833333333,116.32705,311,39226.6177777778
16,39.9782,116.327016666667,328,39226.6179166667
17,39.9785166666667,116.326933333333,374,39226.6180208333
18,39.9788333333333,116.326966666667,360,39226.618125
19,39.9791166666667,116.326983333333,351,39226.6182291667
20,39.9796666666667,116.327033333333,324,39226.6184259259
21,39.98015,116.32705,314,39226.618587963
22,39.9809833333333,116.32705,288,39226.6188541667
23,39.98135,116.327033333333,285,39226.6189814815
24,39.9817166666667,116.326966666667,305,39226.6191203704
25,39.9819666666667,116.326883333333,321,39226.619212963
26,39.9823833333333,116.326883333333,314,39226.6193634259
27,39.9826,116.3269,305,39226.6194444444
28,39.98305,116.326933333333,288,39226.6196064815
29,39.9833166666667,116.326966666667,278,39226.6196990741
30,39.9835166666667,116.327,272,39226.6197685185
31,39.9839,116.326983333333,275,39226.6199074074
32,39.9842166666667,116.326983333333,265,39226.6200231481
33,39.9843833333333,116.327233333333,255,39226.6201273148
34,39.9844166666667,116.3278,239,39226.6202662037
35,39.9844833333333,116.328233333333,249,39226.6203819444
36,39.9845166666667,116.32875,249,39226.6205092593
37,39.98465,116.329333333333,269,39226.6206597222
38,39.98465,116.3301,259,39226.6208333333
39,39.9847833333333,116.332416666667,223,39226.6212615741
40,39.9849333333333,116.33765,177,39226.6224537037
41,39.98475,116.3375,183,39226.6226851852
42,39.9849166666667,116.337033333333,183,39226.6228587963
43,39.9848666666667,116.336783333333,167,39226.622974537
44,39.9849166666667,116.33605,170,39226.6232407407
45,39.9848833333333,116.335333333333,170,39226.6234722222
46,39.9848333333333,116.3349,170,39226.6236342593
47,39.9851666666667,116.334683333333,173,39226.6238425926
48,39.9854,116.334683333333,173,39226.6239814815
49,39.9855,116.334916666667,170,39226.6241550926
50,39.9855333333333,116.3356,173,39226.6244212963
51,39.9859,116.335716666667,180,39226.6245949074
52,39.98615,116.335833333333,173,39226.6246990741
53,39.9863833333333,116.335916666667,173,39226.6247916667
54,39.9865666666667,116.336016666667,173,39226.6248726852
55,39.98685,116.33605,170,39226.6250115741
56,39.9869666666667,116.335716666667,239,39226.6252546296
57,39.9869833333333,116.335533333333,219,39226.6270023148
58,39.9870666666667,116.334516666667,219,39226.627037037
59,39.98725,116.334116666667,219,39226.627337963
60,39.9870833333333,116.334116666667,219,39226.6273611111
61,39.9869833333333,116.33435,219,39226.627974537
62,39.9869833333333,116.334583333333,219,39226.6282523148
63,39.9870333333333,116.335,219,39226.632337963
64,39.9870833333333,116.335116666667,242,39226.6328935185
65,39.98705,116.335283333333,223,39226.6351273148
66,39.9872833333333,116.335216666667,223,39226.6352430556
67,39.9874666666667,116.33515,223,39226.6353125
68,39.9876666666667,116.33515,229,39226.6354050926
69,39.9878,116.3353,229,39226.6355324074
70,39.98785,116.335833333333,229,39226.6356944444
71,39.9879833333333,116.336116666667,229,39226.6358101852
72,39.98815,116.3361,229,39226.6358796296
73,39.9881333333333,116.336466666667,229,39226.6360185185
74,39.9881833333333,116.336666666667,229,39226.6361458333
75,39.9883166666667,116.33675,206,39226.6363773148
76,39.9885166666667,116.3368,200,39226.6365509259
77,39.9888166666667,116.336816666667,216,39226.636724537
78,39.98905,116.336816666667,226,39226.636875
79,39.98925,116.336816666667,226,39226.6369907407
80,39.9893666666667,116.3372,236,39226.6371875
81,39.9898,116.337333333333,173,39226.6373842593
82,39.9902,116.337283333333,173,39226.6375347222
83,39.9913333333333,116.3372,187,39226.6380555556
84,39.9914833333333,116.33705,187,39226.6382407407
85,39.9915833333333,116.336583333333,193,39226.6385648148
86,39.9916166666667,116.335833333333,190,39226.6388310185
87,39.9916166666667,116.3344,173,39226.6392708333
88,39.99155,116.333416666667,239,39226.6395717593
89,39.9915333333333,116.33295,216,39226.6397337963
90,39.9915,116.332733333333,226,39226.6398263889
91,39.9915333333333,116.3322,232,39226.64
92,39.9915666666667,116.3319,269,39226.6401157407
