,Latitude,Longitude,Altitude,Date
0,39.9751166666667,116.33135,252,39188.5403356481
1,39.9756333333333,116.331816666667,252,39188.5404513889
2,39.9763666666667,116.331766666667,154,39188.5406134259
3,39.9768666666667,116.331733333333,157,39188.5407291667
4,39.977,116.330816666667,328,39188.5409490741
5,39.9769333333333,116.327716666667,252,39188.5414930556
6,39.9814833333333,116.327316666667,193,39188.5424189815
7,39.9823833333333,116.327283333333,206,39188.5426041667
8,39.9828166666667,116.327266666667,206,39188.5426851852
9,39.98335,116.3273,209,39188.5428009259
10,39.9836666666667,116.327333333333,216,39188.5429050926
11,39.9843,116.3273,209,39188.5430324074
12,39.9845833333333,116.329333333333,196,39188.543287037
13,39.9849666666667,116.337866666667,183,39188.5440277778
14,39.98515,116.339483333333,183,39188.5441782407
15,39.9877166666667,116.431316666667,127,39188.5500810185
16,39.9872166666667,116.433666666667,124,39188.5502199074
17,39.9842,116.441383333333,124,39188.5507291667
18,39.9593666666667,116.478916666667,131,39188.5536226852
19,39.9569833333333,116.481133333333,147,39188.5538657407
20,39.9546666666667,116.482516666667,134,39188.5540625
21,39.9516833333333,116.48345,127,39188.5542939815
22,39.9457,116.483733333333,137,39188.5547222222
23,39.90805,116.483516666667,180,39188.5578009259
24,39.9063666666667,116.4828,170,39188.5580671296
25,39.9058,116.482883333333,173,39188.5581481481
26,39.9053166666667,116.483366666667,177,39188.5582407407
27,39.9051333333333,116.484066666667,177,39188.5583333333
28,39.90525,116.484866666667,170,39188.5584259259
29,39.906,116.4864,164,39188.5585763889
30,39.9065666666667,116.4886,160,39188.5587615741
31,39.9070166666667,116.516166666667,111,39188.5607407407
32,39.9080333333333,116.52185,121,39188.5611111111
33,39.9089666666667,116.57545,95,39188.5642476852
34,39.90775,116.593316666667,111,39188.5667476852
35,39.9077166666667,116.594416666667,114,39188.5673263889
36,39.9075333333333,116.59995,111,39188.5681481481
37,39.9070333333333,116.6018,108,39188.5683333333
38,39.9062833333333,116.603166666667,111,39188.5684953704
39,39.9041666666667,116.6057,104,39188.5687962963
40,39.9038666666667,116.606583333333,101,39188.5688773148
41,39.90405,116.609533333333,98,39188.5691319444
42,39.9042833333333,116.611233333333,98,39188.5692824074
43,39.9037833333333,116.612583333333,95,39188.5694560185
44,39.9039666666667,116.6137,91,39188.5695833333
45,39.90465,116.6141,85,39188.5696990741
46,39.9049666666667,116.6146,85,39188.5697685185
47,39.9053333333333,116.62125,118,39188.5703009259
48,39.90505,116.628483333333,114,39188.570787037
49,39.9047166666667,116.629666666667,111,39188.5708796296
50,39.9040333333333,116.63075,108,39188.5709837963
51,39.9014166666667,116.632633333333,91,39188.5713541667
52,39.9012166666667,116.632833333333,95,39188.5722685185
53,39.9003833333333,116.63835,95,39188.5737384259
54,39.89975,116.651583333333,95,39188.5750115741
55,39.9001,116.652033333333,98,39188.5750925926
56,39.9014166666667,116.652366666667,98,39188.5752546296
57,39.9022833333333,116.652383333333,98,39188.5753703704
58,39.9037333333333,116.652233333333,104,39188.5756134259
59,39.90375,116.652766666667,95,39188.5757986111
60,39.9038166666667,116.65305,95,39188.5758680556
61,39.9043666666667,116.65305,98,39188.5760300926
62,39.9046333333333,116.6531,98,39188.5761226852
63,39.9046833333333,116.653633333333,101,39188.5762847222
64,39.9049166666667,116.65375,101,39188.5763541667
65,39.90525,116.65375,108,39188.5765046296
66,39.9053,116.653916666667,118,39188.5766203704
67,39.9054833333333,116.6539,193,39188.5825810185
68,39.90545,116.653466666667,180,39188.5827662037
69,39.9054333333333,116.653066666667,180,39188.5828935185
70,39.9051833333333,116.65295,177,39188.5830208333
71,39.9047833333333,116.652983333333,167,39188.5831712963
72,39.90445,116.653033333333,160,39188.583275463
73,39.9041166666667,116.653016666667,154,39188.5834143519
74,39.9040166666667,116.6526,147,39188.5835300926
75,39.90395,116.652383333333,144,39188.5836226852
76,39.9043166666667,116.652233333333,137,39188.5838657407
77,39.90465,116.652166666667,154,39188.5863078704
78,39.90515,116.652083333333,154,39188.5864467593
79,39.9055333333333,116.652016666667,147,39188.5865625
80,39.9066833333333,116.651733333333,131,39188.5869212963
81,39.9062833333333,116.65175,121,39188.5870601852
82,39.9055666666667,116.65185,114,39188.5871875
83,39.9049833333333,116.651933333333,111,39188.5872800926
84,39.90165,116.652233333333,111,39188.5877662037
85,39.9006,116.652083333333,118,39188.5879166667
86,39.89995,116.6519,108,39188.5880555556
87,39.8995666666667,116.651783333333,98,39188.5888657407
88,39.8963833333333,116.650316666667,82,39188.589375
89,39.8945666666667,116.650316666667,95,39188.5896296296
90,39.89315,116.650833333333,104,39188.5898263889
91,39.8924,116.651216666667,101,39188.5899305556
92,39.89195,116.651066666667,101,39188.59
93,39.8914,116.650266666667,101,39188.5901273148
94,39.89145,116.645266666667,104,39188.5907175926
95,39.8918,116.644033333333,101,39188.5909606481
96,39.8923,116.644133333333,104,39188.5911689815
97,39.8926166666667,116.644366666667,108,39188.5913541667
98,39.8927666666667,116.6445,114,39188.5914236111
99,39.8932166666667,116.644733333333,111,39188.5915972222
100,39.8936,116.644933333333,111,39188.591712963
101,39.8938166666667,116.64445,111,39188.5918634259
102,39.8939166666667,116.644066666667,104,39188.5919907407
103,39.8940333333333,116.64365,88,39188.5921527778
104,39.8941833333333,116.6435,134,39188.5930787037
105,39.8923666666667,116.640983333333,134,39188.9943518518
106,39.89265,116.639983333333,134,39188.994537037
107,39.8928166666667,116.63925,134,39188.9946759259
108,39.89305,116.638683333333,134,39188.994837963
109,39.8932166666667,116.6387,68,39188.9952662037
110,39.89425,116.637483333333,75,39188.9958796296
111,39.8955333333333,116.636583333333,65,39188.9960416667
112,39.89675,116.635766666667,65,39188.9964351852
113,39.8969666666667,116.635633333333,72,39188.9965509259
114,39.8973,116.6354,75,39188.9966435185
115,39.8978166666667,116.63505,85,39188.9967939815
116,39.9003,116.63345,91,39188.9975
117,39.9005,116.6333,91,39188.9981712963
118,39.9008166666667,116.633083333333,91,39188.998287037
119,39.9018333333333,116.6324,91,39188.9984837963
120,39.9020666666667,116.63225,95,39188.998587963
121,39.9039333333333,116.630933333333,108,39188.9989351852
122,39.9042333333333,116.630616666667,111,39188.9992361111
123,39.9045,116.630233333333,111,39188.9995023148
124,39.9046666666667,116.629966666667,111,39188.9996412037
125,39.9050666666667,116.629083333333,114,39188.9998148148
126,39.9053333333333,116.628016666667,118,39188.9999421296
127,39.9055166666667,116.61695,98,39189.0008796296
128,39.9055166666667,116.616483333333,98,39189.0013657407
129,39.90555,116.616166666667,98,39189.0016319444
130,39.9056,116.614866666667,95,39189.0019675926
131,39.9071833333333,116.614433333333,91,39189.0022916667
132,39.9084333333333,116.616766666667,95,39189.0025925926
133,39.9095333333333,116.617933333333,95,39189.0027777778
134,39.91015,116.618383333333,95,39189.002962963
135,39.91065,116.618783333333,95,39189.0030555556
136,39.9113666666667,116.61945,95,39189.0031828704
137,39.91185,116.620116666667,95,39189.003275463
138,39.9124166666667,116.6212,91,39189.0034375
139,39.9126166666667,116.621333333333,95,39189.0035069444
140,39.9132666666667,116.621033333333,91,39189.0036458333
141,39.9137,116.6208,91,39189.00375
142,39.91355,116.620383333333,88,39189.0038773148
143,39.9131833333333,116.62005,91,39189.0039583333
144,39.9131,116.619616666667,91,39189.0040277778
145,39.9171166666667,116.61695,101,39189.0045138889
146,39.9176333333333,116.61665,101,39189.0045833333
147,39.9219,116.6143,98,39189.0051388889
148,39.92215,116.614216666667,98,39189.0052314815
149,39.9222666666667,116.6132,98,39189.0053587963
150,39.9222666666667,116.612616666667,95,39189.0054282407
151,39.92255,116.612433333333,88,39189.0055439815
152,39.92275,116.612383333333,95,39189.006087963
153,39.9231166666667,116.612266666667,88,39189.0062731481
154,39.9233,116.612233333333,91,39189.0065625
155,39.9236,116.612133333333,98,39189.0070486111
156,39.9238833333333,116.612033333333,98,39189.0071412037
157,39.9229166666667,116.607033333333,101,39189.0075462963
158,39.9230166666667,116.605316666667,98,39189.007650463
159,39.92345,116.604,98,39189.0077430556
160,39.9246166666667,116.601816666667,98,39189.0079050926
161,39.9249833333333,116.600216666667,101,39189.0079976852
162,39.9245,116.58835,101,39189.009375
163,39.9244166666667,116.586833333333,104,39189.0100810185
164,39.9243333333333,116.585433333333,114,39189.0118518519
165,39.9231166666667,116.566233333333,118,39189.0142939815
166,39.9225833333333,116.515916666667,141,39189.0206712963
167,39.9223666666667,116.514866666667,137,39189.0208101852
168,39.9219833333333,116.51345,137,39189.0210300926
169,39.9219333333333,116.51085,134,39189.0216782407
170,39.92195,116.507,131,39189.0224421296
171,39.92195,116.506783333333,124,39189.0227314815
172,39.9219333333333,116.506133333333,144,39189.0246643518
173,39.9219333333333,116.505083333333,127,39189.0252199074
174,39.9219333333333,116.50385,111,39189.0261458333
175,39.9219333333333,116.503533333333,111,39189.0265162037
176,39.9219833333333,116.503366666667,111,39189.0265393518
177,39.9221833333333,116.5034,111,39189.0271412037
178,39.9218,116.502983333333,111,39189.0274884259
179,39.9219166666667,116.502316666667,111,39189.027650463
180,39.9218833333333,116.502133333333,144,39189.0279513889
181,39.92185,116.500466666667,157,39189.0292824074
182,39.9218833333333,116.5002,160,39189.0302777778
183,39.9218833333333,116.498716666667,141,39189.0309143519
184,39.9218666666667,116.49665,150,39189.0324652778
185,39.9218,116.4929,150,39189.0348032407
186,39.9217666666667,116.49025,157,39189.0356365741
187,39.9218,116.484416666667,147,39189.0364930556
188,39.9224166666667,116.484016666667,147,39189.0365972222
189,39.92425,116.484,137,39189.0368402778
190,39.9282666666667,116.483883333333,141,39189.0377546296
191,39.9324166666667,116.483883333333,147,39189.038287037
192,39.94145,116.48385,127,39189.0403472222
193,39.9418,116.48385,131,39189.0404398148
194,39.9452166666667,116.483866666667,127,39189.0412268518
195,39.9457166666667,116.483883333333,124,39189.0413310185
196,39.9462166666667,116.483866666667,121,39189.0414236111
197,39.94745,116.483883333333,121,39189.0416782407
198,39.94975,116.4838,124,39189.0421064815
199,39.9505166666667,116.483733333333,124,39189.0422222222
200,39.9531833333333,116.483216666667,127,39189.0427199074
201,39.9555666666667,116.4822,141,39189.043125
202,39.9583,116.4802,127,39189.0435416667
203,39.9601666666667,116.478166666667,121,39189.0437847222
204,39.9797,116.448583333333,157,39189.0476273148
205,39.9799333333333,116.448216666667,154,39189.0477199074
206,39.9801833333333,116.447833333333,154,39189.0478125
207,39.9818333333333,116.445316666667,137,39189.0484375
208,39.9822,116.444766666667,137,39189.0487847222
209,39.9830166666667,116.443516666667,141,39189.0491203704
210,39.9831333333333,116.443333333333,144,39189.049212963
211,39.9835166666667,116.442766666667,144,39189.0497337963
